Code,Name,Year,GDP,GCF,POP,LIFE_EXP,GOV_EXP,TRADE,cdd,hd30,r20mm
DZA,Algeria,2015,187493855609.345,97083592007.2763,2.05624795728459,75.159,20.5244656437501,53.2046225904145,313.26,194.66,0.28
DZA,Algeria,2016,194806115978.439,97185615582.6087,2.05569111181654,75.31,20.0218426111777,49.7609327925216,321.02,201.12,0.22
DZA,Algeria,2017,197728207716.082,95021648408.3913,2.03200060784518,75.431,18.8290421977276,49.8208161712587,308.17,198.2,0.21
DZA,Algeria,2018,200496402625.853,93700348804.7013,1.93780623340147,75.555,17.4037117605062,52.4361676779223,303.65,195.21,0.35000000000000003
DZA,Algeria,2019,202300870247.92,91191275338.1142,1.84041291439333,75.682,18.2610260787535,46.5068426081672,319.72,190.07,0.28
DZA,Algeria,2020,192185826737.373,81771760194.2719,1.71191216459393,73.257,19.8031597171656,40.3897565625388,328.11,199.6,0.18
DZA,Algeria,2021,199488888151.485,81580316079.292,1.61936460233826,75.208,18.4286289389909,46.8370592599607,327.82,202.77,0.13
DZA,Algeria,2022,206670488126.832,84725863361.9871,1.58758210690673,76.129,16.5400734153236,51.1900893683897,337.91,199.73,0.1
DZA,Algeria,2023,215143978140.155,95246683723.4544,1.49897601193923,76.261,17.9064173126831,43.7397984507007,334.56,211.98,0.19
DZA,Algeria,2024,223104305329.361,106735571127.947,1.39838651912702,76.475,18.0567770044615,40.1345741170703,323.82,207.09,0.17
ECU,Ecuador,1960,10979942382.0563,5213305947.61322,2.8557180282520394,53.396,8.86943258441837,19.9116466253381,54.55,46.73,21.45
ECU,Ecuador,1961,11542600183.1743,5385529830.9691,2.82284107418411,54.052,9.50732324477706,19.1091583948312,52.99,38.29,28.03
ECU,Ecuador,1962,12110397647.342,5154153063.10714,2.85854814538601,54.681,9.28521530730304,21.035889145624,52.14,43.31,24.97
ECU,Ecuador,1963,12365487217.9945,5314336979.06446,2.88930384776305,55.322,8.8453843559511,19.19029713025,65.32000000000001,67.61,21.52
ECU,Ecuador,1964,13281429196.1171,5657214315.38999,2.91997386643345,55.95,9.21130457030793,19.0445120595878,51.27,43.27,32.6
ECU,Ecuador,1965,13716406958.1242,5792271342.95939,2.94734847731739,56.524,9.43361509935018,19.2701382788243,38.8,39.01,31.380000000000003
ECU,Ecuador,1966,13669836239.7136,5661620800.64368,2.96807241544013,57.019,9.1516363314382,21.6000691886193,51.15,46.43,28.9
ECU,Ecuador,1967,14301529480.3009,6476161021.18451,2.98069314167874,57.482,7.48205982513521,22.1387791434791,54.86,41.11,27.51
ECU,Ecuador,1968,14574608375.6098,6528809347.3909,2.98608110533783,57.946,7.19744682466835,24.9603730109499,50.73,50.62,27.62
ECU,Ecuador,1969,15255131525.6245,6758604825.79534,2.98208513289753,58.267,8.23599379555884,20.6053027076117,46.09,55.09,31.25
ECU,Ecuador,1970,16303453382.4831,7031976546.00667,2.9704038425124,58.85,9.69333117101902,22.4512535597798,48.64,53.08,29.14
ECU,Ecuador,1971,17329365500.4189,8290880449.055,2.95593369376174,59.343,8.51251407606524,27.2705147299212,36.48,35.32,34.55
ECU,Ecuador,1972,18198890797.8275,8005688264.84592,2.93720294183039,59.816,9.22724731979676,27.9579897376635,33.91,60.74,35.25
ECU,Ecuador,1973,20737760204.2233,7659607826.00254,2.91316388175144,60.306,10.8068865700572,34.537634740314,40.67,43.37,34.18
ECU,Ecuador,1974,23062154053.8238,7350439414.16339,2.88188959476796,60.7,16.0378502677948,41.404370100132,40.19,24.78,30.27
ECU,Ecuador,1975,25592569112.8408,9893482978.7044,2.84525146887899,61.085,20.9388984508353,35.4050500448307,42.39,26.68,37.01
ECU,Ecuador,1976,27485699466.5657,10338055135.5062,2.80728611959131,61.425,20.1909070041417,34.0139042731574,37.72,38.06,38.5
ECU,Ecuador,1977,27926801545.6376,11281496456.1589,2.77375986218427,61.935,20.9127959640183,34.4422102372902,53.43,70.27,29.84
ECU,Ecuador,1978,29520535222.701,12325338767.9285,2.74338363033623,62.397,19.7792072645085,33.2958288169454,52.62,64.58,26.12
ECU,Ecuador,1979,30622846296.7579,11902656361.2336,2.71233090931431,62.854,18.8371761298458,36.0795817670218,51.38,62.73,26.66
ECU,Ecuador,1980,31758550581.5091,12184099492.7652,2.69344759350732,63.326,18.2915482917391,35.0250095913135,49.48,62.69,28.63
ECU,Ecuador,1981,33541114872.2049,12019182802.6853,2.67080267217831,63.809,15.8728599847562,29.915273689661,49.2,61.21,27.44
ECU,Ecuador,1982,33747340858.0018,12022198723.9633,2.64029049617276,64.271,17.3340009939609,32.4129455881689,35.45,48.21,37.79
ECU,Ecuador,1983,33633656605.9448,10174627296.4185,2.62589854693154,64.659,15.3875223901456,30.8760173448129,27.32,56.97,48.68
ECU,Ecuador,1984,34516632001.893,10224900758.6424,2.61653103411211,65.202,16.1990825114964,33.05830053321,37.54,31.15,30.45
ECU,Ecuador,1985,35874861958.723,11026823100.5131,2.57136785226468,65.625,14.7619893828051,35.7173093974088,58.07,35.7,24.57
ECU,Ecuador,1986,37117847903.4178,11590628384.3892,2.49089727253855,66.123,15.6142860138724,33.1106044808965,39.43,26.82,34.16
ECU,Ecuador,1987,37021676038.7371,12242043053.2378,2.41448752025665,66.587,15.2809072436712,37.7307228547875,38.89,53.15,38.52
ECU,Ecuador,1988,39202425756.3364,11144219920.5423,2.33984250758108,67.038,16.2754500932496,42.6623014756666,43.35,39.86,28.54
ECU,Ecuador,1989,39596715108.4606,11326471208.3305,2.28171532830541,67.817,13.6809114264663,45.1129811864879,47.42,31.83,31.49
ECU,Ecuador,1990,41053840192.2984,11122351016.3191,2.23823125724436,68.445,12.3019782138532,44.5949122940278,46.4,42.56,28.81
ECU,Ecuador,1991,42815601069.5925,11257410828.4923,2.16013714348183,69.04,11.3385886406281,45.196639984556,42.52,50.16,31.59
ECU,Ecuador,1992,43720855882.7784,11806513486.3393,2.10568663668025,69.468,9.93883890969136,44.8065436522069,40.45,53.77,37.53
ECU,Ecuador,1993,44583563740.6155,10763223603.7359,2.02997298367132,70.07,10.6039500354161,43.1712184234683,38.78,40.91,35.839999999999996
ECU,Ecuador,1994,46482043534.1577,11596649760.9424,1.93487740447413,70.876,10.9567918572233,43.7777474951998,42.19,39.93,36.44
ECU,Ecuador,1995,47529074179.3251,11287106165.1544,1.90154880558548,71.349,11.2136981674703,45.9112707318244,42.63,38.85,34.43
ECU,Ecuador,1996,48352157793.1227,10747211028.1196,1.88400623342994,71.82,10.8754339888743,44.2157026832153,45.79,22.89,28
ECU,Ecuador,1997,50444773789.827,11956843885.4369,1.84701407802257,72.007,11.2693127590151,45.0171863180765,26.54,28.26,49.58
ECU,Ecuador,1998,52092567129.0487,13261853506.0295,1.81253773221791,71.949,11.0929970945984,43.395107949805,31.03,30.33,49.82
ECU,Ecuador,1999,49623699371.7399,9264652997.46352,1.77669252856716,71.92,11.7675327023318,49.2012507989376,32.19,14.22,36.53
ECU,Ecuador,2000,50165491738.8835,3387148925.5094,1.73622001498213,72.09,9.52692379105551,65.4042953826391,38.85,16.49,34.28
ECU,Ecuador,2001,52275588700.0666,7328643888.9964,1.73078123060297,72.571,9.79192984147787,56.128486744205,37.7,20.75,33.99
ECU,Ecuador,2002,54851779632.3615,8757290578.01267,1.74851970226664,73.164,10.2548968649855,54.7966439366136,36.73,20.51,34.42
ECU,Ecuador,2003,56433979416.1321,7513182074.00874,1.76411317879339,73.632,11.0932566640599,52.3575426975979,37.73,20.56,31.79
ECU,Ecuador,2004,60289773139.5514,10049960385.0321,1.75235156486952,73.868,11.2444976831475,56.0745467239942,44.94,44.99,29.05
ECU,Ecuador,2005,63544590361.2542,12172891374.3914,1.72987869573938,73.909,11.0374603802606,61.9581507902572,51.67,62.64,26.34
ECU,Ecuador,2006,66303144898.6572,13189325951.155,1.7182541754606,74.01,10.8776036608888,65.8423556166562,44.83,59.65,32.660000000000004
ECU,Ecuador,2007,67564514887.9228,13733075478.8272,1.70789173160639,74.226,11.1822498970636,68.8505854462677,42.23,48.32,29.99
ECU,Ecuador,2008,72000071699.6601,17097739778.0746,1.70519778784789,74.709,12.0058038479189,74.5902963648439,36.43,52.31,34.17
ECU,Ecuador,2009,72785601820.191,15855002818.3858,1.7057702083506,74.901,14.3981565314825,57.3473460627608,39.96,65.08,31.8
ECU,Ecuador,2010,75718234074.2169,17791475328.1966,1.6770880531316401,75.188,13.6565759414611,65.7773849135062,43.58,75.2,33.29
ECU,Ecuador,2011,82140258351.3877,20020448819.7863,1.6415369766541,75.179,13.0638269394594,70.0356837525249,44.620000000000005,68.42,31.47
ECU,Ecuador,2012,86890603905.3287,20553218264.0609,1.59213440589397,75.486,13.7469463742699,67.0029290916898,39.2,59.31,38.85
ECU,Ecuador,2013,93156490881.1886,24158886594.0077,1.49740896116979,75.832,14.2480971433732,63.4333003342414,41.55,52.62,33.089999999999996
ECU,Ecuador,2014,97093344927.4784,25332050637.8393,1.43205886583809,76.141,14.7396467646102,61.4263766217565,36.94,48.63,34.91
ECU,Ecuador,2015,97209558000,22053384000,1.43093059839379,76.222,15.3738143732739,47.8280397077826,34.56,70.43,39.14
ECU,Ecuador,2016,96540800718.3398,23476573991.8983,1.45809147770557,76.094,15.6897053000134,40.5344917996647,44.38,80.41,37.5
ECU,Ecuador,2017,102304671535.156,27045465015.7805,1.52946083980042,76.22,15.2975347755569,43.6177233172817,38.1,69.93,45.92
ECU,Ecuador,2018,103373033702.498,26748790882.4208,1.71572391035149,77.248,15.5567599876593,48.0093476154836,46.79,64.58,40.58
ECU,Ecuador,2019,103544017315.435,24806358636.054,1.68935479627168,77.286,15.184077301137,48.0828494933307,38.09,64.87,46.3
ECU,Ecuador,2020,93971273313.9152,18418567537.8369,1.18125258230486,72.004,16.3225877996763,43.9893109378389,53.58,80.17,33.15
ECU,Ecuador,2021,102825145845.295,22617348182.9492,0.774314023514489,72.746,14.4433893877456,53.261275610573,41.78,62.41,40.69
ECU,Ecuador,2022,108859360917.986,25038597348.0811,0.796723652034201,76.577,13.5357543693328,61.880792818786,52.64,66.58,34.04
ECU,Ecuador,2023,111023744250.546,23893367009.1656,0.872456027022398,77.392,13.5836201122079,56.9977535649091,39.66,89.06,43.12
ECU,Ecuador,2024,108801876280.216,22600541962.144,0.860548498593581,77.579,13.2902251212758,57.2031395531255,67.4,99.01,31.41
EGY,"Egypt, Arab Rep.",1960,20297834751.3631,1955351084.70999,2.5345674253224377,44.436,15.5720917531404,41.691698525396,355.79,188.18,0.02
EGY,"Egypt, Arab Rep.",1961,21345429171.5246,2151664528.39475,2.58529225783425,45.146,16.3493483260925,37.3881932021467,352.61,153.96,0.02
EGY,"Egypt, Arab Rep.",1962,22172696194.241,2469917159.58725,2.63205215522906,45.844,15.1381486246401,34.5708509465172,356.96,193.22,0
EGY,"Egypt, Arab Rep.",1963,24504840915.7186,2782980889.15864,2.62898893480294,46.493,17.4787146388355,41.3457841252403,336.87,181.64,0.36
EGY,"Egypt, Arab Rep.",1964,27324754468.9833,3218848623.22363,2.60249703249022,47.075,19.6239316239316,43.2722832722833,335.85,165.28,0.41
EGY,"Egypt, Arab Rep.",1965,28667504459.839,3032048165.84421,2.54692638043565,47.577,19.0377400132421,37.2632972853675,345.15999999999997,163.4,0.24
EGY,"Egypt, Arab Rep.",1966,30114182469.1763,3005238840.94889,2.50632298668899,47.988,19.7071933914039,36.8175683965158,307.47,174.61,1.27
EGY,"Egypt, Arab Rep.",1967,30356681177.7517,2620395305.81499,2.48372193600409,48.13,19.2677923307559,35.939719109989,316.36,159.59,0.42
EGY,"Egypt, Arab Rep.",1968,29868912347.0062,2399002171.10861,2.46032180928797,48.602,22.1504529342261,29.26348956282,352.96999999999997,168.52,0
EGY,"Egypt, Arab Rep.",1969,31445846805.4795,2114477400.30624,2.43477617367652,48.7,23.9219179098939,29.9858977213687,335.16,183.63,0.01
EGY,"Egypt, Arab Rep.",1970,33206347267.8732,1972594508.92439,2.3742411895118,49,22.2982258870565,30.6627936031984,355.89,169.9,0
EGY,"Egypt, Arab Rep.",1971,34553643778.9215,1791579953.9758,2.31071806354681,49.48,24.3327309891282,31.0246763634209,344.1,167.44,0.09
EGY,"Egypt, Arab Rep.",1972,35609492777.1548,1624067650.27605,2.30151178035637,49.908,25.7457396235857,30.0853465291485,343.48,176.73,0.05
EGY,"Egypt, Arab Rep.",1973,36858257210.5676,1809301658.62044,2.30029426366805,50.098,24.3807855891919,31.6962722041531,355.39,175.92,0
EGY,"Egypt, Arab Rep.",1974,37432854799.0814,2533359878.31676,2.31155686409287,51.044,25.1536504648911,51.6648281140953,345.47,183.74,0
EGY,"Egypt, Arab Rep.",1975,40779032775.352,4153229935.76475,2.35721779159737,51.734,25.3288357893943,53.7142426412392,348.16,165.82,0.11
EGY,"Egypt, Arab Rep.",1976,46194361685.8081,3903155297.66989,2.33954908535335,52.484,23.4376398293709,45.0854637114817,352.74,175.54,0
EGY,"Egypt, Arab Rep.",1977,50353260517.1242,4574344766.60998,2.36728363479195,53.272,20.6677304230259,52.9519238967588,352.94,162.32,0.01
EGY,"Egypt, Arab Rep.",1978,54698126368.7941,6443720559.10631,2.45451009876174,54.075,18.8396896558783,53.8393825871563,353.39,170.93,0.01
EGY,"Egypt, Arab Rep.",1979,57185627388.5953,8121845060.35202,2.50000313172668,54.876,16.2044964485033,69.4642630644343,351.38,184.25,0.01
EGY,"Egypt, Arab Rep.",1980,62910668708.9069,7945719969.55058,2.60887795832063,55.673,15.6695152898698,73.3830375629879,352.51,175.78,0.02
EGY,"Egypt, Arab Rep.",1981,67533693105.5217,9642503987.22549,2.68667729012378,56.454,17.3393078439871,74.459577429536,357.54,172.65,0
EGY,"Egypt, Arab Rep.",1982,74224371654.5814,11615831334.7587,2.75346819227803,57.219,15.9605450659067,64.2019950124688,347.17,169.69,0
EGY,"Egypt, Arab Rep.",1983,78005663121.456,13311477388.7371,2.92776460855633,57.967,15.7894736842105,57.1428571428571,352.29,160.1,0
EGY,"Egypt, Arab Rep.",1984,85607909950.971,14566781733.9777,3.01141121345053,58.697,15.506329113924,52.5316455696203,353.52,174.48000000000002,0
EGY,"Egypt, Arab Rep.",1985,90565897013.6982,15530466904.1907,2.97601428293392,59.405,15.2815013404826,46.112600536193,336.17,170.48,0.24
EGY,"Egypt, Arab Rep.",1986,94862819134.7284,16394052436.4878,2.85877044849154,60.085,14.7392290249433,36.0544217687075,354.3,162.47,0
EGY,"Egypt, Arab Rep.",1987,98498676314.0616,17016605663.376,2.77337359061845,60.736,14.368932038835,35.3398058252427,348.88,163.46,0
EGY,"Egypt, Arab Rep.",1988,103878004711.411,17265177485.8058,2.78029406933467,61.358,13.9610397727273,52.5974025974026,341.64,175.44,0.04
EGY,"Egypt, Arab Rep.",1989,108989704831.615,15355836827.782,2.7222124629574602,61.949,12.5974022077922,50.1298701298701,354.37,179.09,0
EGY,"Egypt, Arab Rep.",1990,115166183182.723,15089000983.7837,2.92960944817985,62.513,11.3778705636743,52.9227557411273,354.74,179.89,0
EGY,"Egypt, Arab Rep.",1991,116462268700.386,14523844046.9933,2.7569751613283,63.059,11.1111111111111,62.8444444444444,344.48,184.64,0.06
EGY,"Egypt, Arab Rep.",1992,121671461981.942,14635599660.0306,2.3894924999556,63.585,10.4241552839684,59.3098490294752,352.75,168.18,0.02
EGY,"Egypt, Arab Rep.",1993,125200896556.846,12339906111.828,2.30727793019304,64.147,10.3092783505155,55.9278350515464,348.51,188.27,0
EGY,"Egypt, Arab Rep.",1994,130175343748.386,14211569638.1928,2.15400517051219,64.663,10.2857142857143,50.6285714285714,343.27,184.74,0.05
EGY,"Egypt, Arab Rep.",1995,136218680413.743,16081437670.8949,2.10420542038277,65.214,10.5392156862745,50.2450980392157,352.43,174.74,0
EGY,"Egypt, Arab Rep.",1996,143014263358.949,20616558608.3282,2.07336196347662,65.733,10.3748910200523,46.9485614646905,347.54,177.97,0.01
EGY,"Egypt, Arab Rep.",1997,150869114035.753,25325492136.757,2.07255934283796,66.207,11.320045129748,43.7382474614517,345.77,172.12,0
EGY,"Egypt, Arab Rep.",1998,159280817658.228,19787609292.5198,2.18480759530922,66.635,11.3082811412665,41.9276270006959,351.01,185.53,0
EGY,"Egypt, Arab Rep.",1999,168922784450.9,22374502254.3103,2.23056416641405,67.01,11.6059817945384,38.3615084525358,353.65999999999997,186.38,0
EGY,"Egypt, Arab Rep.",2000,179683172290.026,24393420809.2162,2.16091978529782,67.332,11.2025874742723,39.0179359012055,351.65,175.13,0
EGY,"Egypt, Arab Rep.",2001,186035425185.202,23898745848.7015,2.12380362345226,67.612,11.318650683022,39.8104265402844,358.11,180.22,0.01
EGY,"Egypt, Arab Rep.",2002,190482051407.276,25722498590.6321,2.10372359745955,67.846,12.5890736342043,40.9870678279229,353.99,181.59,0
EGY,"Egypt, Arab Rep.",2003,196565009501.834,24138415099.7134,2.09545323003183,68.045,12.6706586826347,46.1796407185629,356.27,186.15,0
EGY,"Egypt, Arab Rep.",2004,204608590453.316,25647066043.4455,2.06437734857129,68.211,12.7549969091284,57.8199052132701,352.94,189.94,0
EGY,"Egypt, Arab Rep.",2005,213758163785.626,28287205194.9767,2.02220952721924,68.355,12.7390900649954,62.9526462395543,352.11,185.04,0
EGY,"Egypt, Arab Rep.",2006,228387426641.133,32058832554.3069,1.95291342300488,68.493,12.2875182127246,61.5185365063947,354.14,181.87,0
EGY,"Egypt, Arab Rep.",2007,244575133305.99,39677519820.1538,1.88753217077119,68.627,11.3319011815252,65.077873254565,352.43,189.2,0
EGY,"Egypt, Arab Rep.",2008,262077623377.432,45809267892.8114,1.86740413264217,68.761,10.8877721943049,71.6806253489671,351.42,186.72,0.02
EGY,"Egypt, Arab Rep.",2009,274326082658.196,41644788993.4648,1.88836522446639,68.915,11.3509882939935,56.5534446363462,358.7,182.69,0
EGY,"Egypt, Arab Rep.",2010,288446290408.139,44966152532.8208,1.91795124102801,69.078,11.163600198906,47.9363500745898,355.79,214.25,0.06
EGY,"Egypt, Arab Rep.",2011,293536132736.607,43969743471.0141,2.1044607622412,69.232,11.4506600539713,45.2556341623514,349.27,171.36,0.01
EGY,"Egypt, Arab Rep.",2012,300070833532.511,46524638501.2879,2.24475795490011,69.464,11.1781214545889,40.7117692721084,354.79,198.36,0
EGY,"Egypt, Arab Rep.",2013,306628779736.183,42607139134.1901,2.30526364315625,69.632,11.3523973339067,40.373038056332,355.65999999999997,191.15,0
EGY,"Egypt, Arab Rep.",2014,315569804751.572,43335169990.0223,2.27643956620182,69.911,11.849765258216,36.9201877934272,348.65999999999997,186.37,0.05
EGY,"Egypt, Arab Rep.",2015,329366576819.407,47061994609.1644,2.09892554805563,70.135,11.7598919759401,34.8459429600229,342.78,186.01,0.03
EGY,"Egypt, Arab Rep.",2016,343682967575.512,52348885347.9473,2.03468294927084,70.437,11.4268841809995,30.2465490514505,354.6,199.91,0.01
EGY,"Egypt, Arab Rep.",2017,358053111989.023,58277136602.5821,1.99817843887244,70.709,9.57903662572827,42.8321343581608,351.39,177.29,0
