code,name,year,hd30,r20mm
ESP,Spain,1985,42.5,4.07
ESP,Spain,1986,36.46,3.67
ESP,Spain,1987,37.31,5.39
ESP,Spain,1988,34.03,3.9699999999999998
ESP,Spain,1989,39.26,5.9
ESP,Spain,1990,39.62,2.74
ESP,Spain,1991,45.83,3.83
ESP,Spain,1992,33.14,5.0200000000000005
ESP,Spain,1993,31.04,3.5300000000000002
ESP,Spain,1994,47.41,3.74
ESP,Spain,1995,33.48,4.16
ESP,Spain,1996,31.76,7.04
ESP,Spain,1997,26.19,6.68
ESP,Spain,1998,42.31,2.86
ESP,Spain,1999,40.8,4.16
ESP,Spain,2000,43.79,4.24
ESP,Spain,2001,45.15,5.27
ESP,Spain,2002,36.08,4.3
ESP,Spain,2003,54.93,5.75
ESP,Spain,2004,44.55,3.72
ESP,Spain,2005,50.21,2.46
ESP,Spain,2006,51.36,5.2299999999999995
ESP,Spain,2007,34.6,3.79
ESP,Spain,2008,37.93,4.65
ESP,Spain,2009,52.2,4.7
ESP,Spain,2010,44.07,6.29
ESP,Spain,2011,47.92,3.6
ESP,Spain,2012,55.27,4.37
ESP,Spain,2013,45.86,5.65
ESP,Spain,2014,40.08,4.98
ESP,Spain,2015,54.58,3.73
ESP,Spain,2016,56.5,5.34
ESP,Spain,2017,60.029999999999994,3.77
ESP,Spain,2018,48.910000000000004,5.86
ESP,Spain,2019,51.56,5.09
ESP,Spain,2020,51.92,4.42
ESP,Spain,2021,45.07,4.97
ESP,Spain,2022,66.83,4.36
ESP,Spain,2023,57.56,4.59
ESP,Spain,2024,52.47,6.09
SWE,Sweden,1950,0,2.17
SWE,Sweden,1951,0,1.6300000000000001
SWE,Sweden,1952,0,1.53
SWE,Sweden,1953,0.02,1.79
SWE,Sweden,1954,0,1.85
SWE,Sweden,1955,0.1,0.88
SWE,Sweden,1956,0,1.18
SWE,Sweden,1957,0,1.41
SWE,Sweden,1958,0.02,1.85
SWE,Sweden,1959,0.05,1.24
SWE,Sweden,1960,0,2.38
SWE,Sweden,1961,0,1.99
SWE,Sweden,1962,0,1.31
SWE,Sweden,1963,0,1.69
SWE,Sweden,1964,0,2.79
SWE,Sweden,1965,0,1.52
SWE,Sweden,1966,0.06,1.72
SWE,Sweden,1967,0,2.43
SWE,Sweden,1968,0.25,1.96
SWE,Sweden,1969,0.23,1.52
SWE,Sweden,1970,0.24,2.09
SWE,Sweden,1971,0.01,1.95
SWE,Sweden,1972,0.29,2.73
SWE,Sweden,1973,0.23,1.98
SWE,Sweden,1974,0.04,1.71
SWE,Sweden,1975,1.93,2.16
SWE,Sweden,1976,0.01,1.58
SWE,Sweden,1977,0.18,1.56
SWE,Sweden,1978,0.02,1.87
SWE,Sweden,1979,0.06,2.16
SWE,Sweden,1980,0.01,1.92
SWE,Sweden,1981,0,2.75
SWE,Sweden,1982,0.85,1.62
SWE,Sweden,1983,0.31,2.02
SWE,Sweden,1984,0,2
SWE,Sweden,1985,0,2.63
SWE,Sweden,1986,0.16,1.82
SWE,Sweden,1987,0,2.88
SWE,Sweden,1988,0.27,2.09
SWE,Sweden,1989,0.26,1.6199999999999999
SWE,Sweden,1990,0,2.28
SWE,Sweden,1991,0.48,1.6600000000000001
SWE,Sweden,1992,0.13,2.41
SWE,Sweden,1993,0,3.11
SWE,Sweden,1994,1.6600000000000001,1.17
SWE,Sweden,1995,0.03,2.38
SWE,Sweden,1996,0,1.79
SWE,Sweden,1997,0.02,1.8800000000000001
SWE,Sweden,1998,0,2.6999999999999997
SWE,Sweden,1999,0.03,2.19
SWE,Sweden,2000,0.03,3.5700000000000003
SWE,Sweden,2001,0.1,2.27
SWE,Sweden,2002,0.01,1.57
SWE,Sweden,2003,0.17,1.8800000000000001
SWE,Sweden,2004,0.01,2.13
SWE,Sweden,2005,0.07,2.62
SWE,Sweden,2006,0.34,2.38
SWE,Sweden,2007,0.13,1.79
SWE,Sweden,2008,0.17,1.99
SWE,Sweden,2009,0.04,2.7800000000000002
SWE,Sweden,2010,0.49,2.79
SWE,Sweden,2011,0.09,3.54
SWE,Sweden,2012,0,2.46
SWE,Sweden,2013,0,1.99
SWE,Sweden,2014,0.54,1.8
SWE,Sweden,2015,0.07,2.89
SWE,Sweden,2016,0,1.53
SWE,Sweden,2017,0,2.32
SWE,Sweden,2018,1.84,1.18
SWE,Sweden,2019,0.7999999999999999,2.03
SWE,Sweden,2020,0.38,2.44
SWE,Sweden,2021,0.39,3.46
SWE,Sweden,2022,0.69,2.42
SWE,Sweden,2023,0,3.26
SWE,Sweden,2024,0.01,3.22
THA,Thailand,1950,186.93,8.99
THA,Thailand,1951,196.62,10.6
THA,Thailand,1952,195.42000000000002,16.34
THA,Thailand,1953,159.78,20.43
THA,Thailand,1954,213.46,10.1
THA,Thailand,1955,206.19,12.84
THA,Thailand,1956,192.18,14.03
THA,Thailand,1957,216.96,19.01
THA,Thailand,1958,208.85,13.86
THA,Thailand,1959,213.12,15.23
THA,Thailand,1960,216.03,14.51
THA,Thailand,1961,202.35,16.63
THA,Thailand,1962,200.84,14.290000000000001
THA,Thailand,1963,198.57,15.78
THA,Thailand,1964,206.83,14.64
THA,Thailand,1965,217.02,15.55
THA,Thailand,1966,168.42,18.06
THA,Thailand,1967,196.34,13.42
THA,Thailand,1968,233.42,10.76
THA,Thailand,1969,223.55,14.43
THA,Thailand,1970,213.25,14.98
THA,Thailand,1971,189.6,14.65
THA,Thailand,1972,223.16,16.7
THA,Thailand,1973,224.38,15.37
THA,Thailand,1974,204.12,15.46
THA,Thailand,1975,203.45,18.39
THA,Thailand,1976,203.93,18.77
THA,Thailand,1977,223.14000000000001,13.57
THA,Thailand,1978,222.17,18.7
THA,Thailand,1979,250.7,14.75
THA,Thailand,1980,239.07999999999998,17.64
THA,Thailand,1981,222.5,15.81
THA,Thailand,1982,219.85,14.42
THA,Thailand,1983,229.1,14.540000000000001
THA,Thailand,1984,215.16,13.870000000000001
THA,Thailand,1985,219.19,14.09
THA,Thailand,1986,220.9,17.6
THA,Thailand,1987,242.22,14.42
THA,Thailand,1988,227.23,16.18
THA,Thailand,1989,234.32,14.26
THA,Thailand,1990,244.95,13.7
THA,Thailand,1991,239.59,15.1
THA,Thailand,1992,222.02,14.48
THA,Thailand,1993,235.39,12.36
THA,Thailand,1994,235.29,19.33
THA,Thailand,1995,237.68,18.66
THA,Thailand,1996,224.07999999999998,16.75
THA,Thailand,1997,257.54,14.709999999999999
THA,Thailand,1998,276.12,13.049999999999999
THA,Thailand,1999,214.75,17.259999999999998
THA,Thailand,2000,230.09,19.06
THA,Thailand,2001,238.81,15.83
THA,Thailand,2002,254.3,17.759999999999998
THA,Thailand,2003,254.97,13.879999999999999
THA,Thailand,2004,257.72,12.66
THA,Thailand,2005,255.79,15.18
THA,Thailand,2006,259.42,17.41
THA,Thailand,2007,246.84,18.01
THA,Thailand,2008,227.26,17.2
THA,Thailand,2009,257.90999999999997,14.95
THA,Thailand,2010,266.1,16.169999999999998
THA,Thailand,2011,219.62,21.46
THA,Thailand,2012,273.51,14.55
THA,Thailand,2013,248.74,17.76
THA,Thailand,2014,265.53000000000003,13.16
THA,Thailand,2015,274.09,13.44
THA,Thailand,2016,272.73,15.44
THA,Thailand,2017,258.2,18.83
THA,Thailand,2018,263.39,17.32
THA,Thailand,2019,288.37,14.46
THA,Thailand,2020,279.67,14.75
THA,Thailand,2021,255.10999999999999,19.66
THA,Thailand,2022,256.88,19.54
THA,Thailand,2023,276.35,15.81
THA,Thailand,2024,286.73,16.61
USA,United States of America,1950,37.83,7.33
USA,United States of America,1951,46.21,7.87
USA,United States of America,1952,54.02,6.65
USA,United States of America,1953,53.85,7.21
USA,United States of America,1954,54.489999999999995,6.37
USA,United States of America,1955,52.79,6.41
USA,United States of America,1956,52.04,5.93
USA,United States of America,1957,42.629999999999995,8.05
USA,United States of America,1958,46.32,6.9399999999999995
USA,United States of America,1959,51.08,7.43
USA,United States of America,1960,49.82,7.03
USA,United States of America,1961,46.08,7.65
USA,United States of America,1962,48.27,6.3100000000000005
USA,United States of America,1963,50.269999999999996,5.89
USA,United States of America,1964,48.73,7.2299999999999995
USA,United States of America,1965,40.550000000000004,6.53
USA,United States of America,1966,45.46,6.12
USA,United States of America,1967,40.07,6.67
USA,United States of America,1968,42.300000000000004,6.58
USA,United States of America,1969,45.76,7.05
USA,United States of America,1970,51.269999999999996,6.65
USA,United States of America,1971,45.91,6.45
USA,United States of America,1972,44.339999999999996,6.83
USA,United States of America,1973,45.5,8.82
USA,United States of America,1974,44.54,7.140000000000001
USA,United States of America,1975,43.910000000000004,7.25
USA,United States of America,1976,39.83,6.29
USA,United States of America,1977,49.43,7.33
USA,United States of America,1978,48.769999999999996,7.45
USA,United States of America,1979,42.1,8.28
USA,United States of America,1980,53.79,7.52
USA,United States of America,1981,45.29,7.72
USA,United States of America,1982,41,8.49
USA,United States of America,1983,49.230000000000004,9.19
USA,United States of America,1984,45.84,8.06
USA,United States of America,1985,44.769999999999996,8.02
USA,United States of America,1986,46.379999999999995,8.38
USA,United States of America,1987,49.050000000000004,7.58
USA,United States of America,1988,57.51,6.71
USA,United States of America,1989,47.3,7.51
USA,United States of America,1990,50.47,8.7
USA,United States of America,1991,49.96,8.1
USA,United States of America,1992,38.33,7.83
USA,United States of America,1993,43.27,8.67
USA,United States of America,1994,48.32,7.99
USA,United States of America,1995,47.54,8.32
USA,United States of America,1996,44.78,8.62
USA,United States of America,1997,41.15,7.79
USA,United States of America,1998,51.98,8.64
USA,United States of America,1999,45.99,7.2299999999999995
USA,United States of America,2000,52.24,6.87
USA,United States of America,2001,49.28,7.12
USA,United States of America,2002,55.19,7.66
USA,United States of America,2003,48.67,7.2700000000000005
USA,United States of America,2004,41.03,8.17
USA,United States of America,2005,55.46,7.37
USA,United States of America,2006,56.370000000000005,7.74
USA,United States of America,2007,56.82,6.98
USA,United States of America,2008,48.53,7.89
USA,United States of America,2009,45.18,8.06
USA,United States of America,2010,56.89,7.47
USA,United States of America,2011,59.97,7.64
USA,United States of America,2012,63.12,6.47
USA,United States of America,2013,51.43,7.89
USA,United States of America,2014,48.51,7.5600000000000005
USA,United States of America,2015,52.43,8.69
USA,United States of America,2016,57.69,7.8
USA,United States of America,2017,55.21,8.49
USA,United States of America,2018,60.6,9.48
USA,United States of America,2019,56.07,9.51
USA,United States of America,2020,61.05,7.84
USA,United States of America,2021,59.31,8.01
USA,United States of America,2022,62.87,7.7700000000000005
USA,United States of America,2023,55.71,7.46
USA,United States of America,2024,61.07,8.69
