Code,Name,Year,GDP,emp,cn,USDfx,hd30,cdd,r20mm,media_hd30,classe_clima
ITA,Italy,1999,2669557,22.4802227020264,9599576,0.939577,4.823199999999995,-3.050199999999961,0.267199999999999,17.7872,Mite
ITA,Italy,2000,2773192,22.9305591583252,9567754,1.085898,5.454117647058821,10.039019607843173,1.134509803921567,17.7872,Mite
ITA,Italy,2001,2828834,23.3661193847656,9376011,1.117515,7.006730769230767,-0.17749999999996646,-2.8692307692307724,17.7872,Mite
ITA,Italy,2002,2836470.25,23.7908096313477,9253504,1.060945,-0.10132075471698344,-12.359811320754687,1.7373584905660344,17.7872,Mite
ITA,Italy,2003,2838358,24.1814804077148,9373395,0.885756,27.362407407407407,9.343888888888912,-1.386481481481482,17.7872,Mite
ITA,Italy,2004,2880195.75,24.3187160491943,9727717,0.804856,3.7332727272727233,-4.659818181818139,0.7790909090909093,17.7872,Mite
ITA,Italy,2005,2902154.75,24.4438152313232,10431371,0.805111,2.5764285714285684,2.190357142857181,-0.4624999999999986,17.7872,Mite
ITA,Italy,2006,2954378.5,24.9287929534912,11578947,0.797168,8.927017543859643,7.575087719298281,-3.224912280701755,17.7872,Mite
ITA,Italy,2007,2997580,25.2422790527344,12565453,0.730754,8.792758620689648,13.46879310344832,-2.245517241379309,17.7872,Mite
ITA,Italy,2008,2966910.75,25.296667098999,13703698,0.683499,10.95389830508474,1.6306779661017288,2.5701694915254247,17.7872,Mite
ITA,Italy,2009,2809511.5,24.8708839416504,15243045,0.718958,10.476333333333328,-2.3789999999999765,1.858666666666668,17.7872,Mite
ITA,Italy,2010,2852472,24.725757598877,14392471,0.755868,2.839016393442616,-23.54655737704914,5.565901639344265,17.7872,Mite
ITA,Italy,2011,2872309.75,24.7840538024902,16139436,0.719207,5.931774193548383,17.693387096774217,-1.3814516129032253,17.7872,Mite
ITA,Italy,2012,2782543.25,24.7213363647461,17104618,0.778848,19.536666666666665,8.919523809523838,1.4058730158730164,17.7872,Mite
ITA,Italy,2013,2731956,24.2708969116211,18357588,0.753234,4.199999999999996,-12.531562499999978,1.8268749999999991,17.7872,Mite
ITA,Italy,2014,2731918,24.2727642059326,17747174,0.753941,-3.2787692307692335,-11.37384615384613,2.763692307692308,17.7872,Mite
ITA,Italy,2015,2756113.75,24.4325141906738,18234838,0.901896,15.4830303030303,14.39469696969698,0.24984848484848676,17.7872,Mite
ITA,Italy,2016,2790185.5,24.789379119873,19393668,0.90389,3.7462686567164134,-13.323432835820867,0.3052238805970173,17.7872,Mite
ITA,Italy,2017,2834931.5,25.0916213989258,19049328,0.887039,17.42617647058823,19.0029411764706,-1.2264705882352924,17.7872,Mite
ITA,Italy,2018,2858366.5,25.3518619537354,18893060,0.847582,4.401449275362321,-26.23130434782608,1.1466666666666685,17.7872,Mite
ITA,Italy,2019,2870633.5,25.50856590271,18839938,0.893409,13.860571428571426,-3.0865714285714176,3.0327142857142864,17.7872,Mite
ITA,Italy,2020,2616059.5,25.0176239013672,19010734,0.876828,7.385070422535211,14.496338028169037,0.5843661971831011,17.7872,Mite
ITA,Italy,2021,2849701.25,25.3115863800049,19507172,0.845982,13.682361111111112,5.577777777777797,-0.15347222222222,17.7872,Mite
