Code,Name,Year,hd30_ssp245,cdd_ssp245,r20mm_ssp245,hd30_ssp370,cdd_ssp370,r20mm_ssp370
BRA,Brazil,2025,10.381818181818176,1.125454545454545,0.5245454545454553,0.49636363636363967,-1.2163636363636385,0.4018181818181823
KHM,Cambodia,2025,5.49818181818182,5.118181818181817,0.23999999999999844,2.1899999999999977,-3.299999999999997,0.3045454545454547
CAN,Canada,2025,0.3954545454545453,-0.4745454545454564,0.001818181818181941,0.22454545454545438,-0.49727272727272975,0.011818181818181728
CHN,China,2025,2.1036363636363618,-1.3409090909090935,0.1899999999999995,1.7236363636363663,0.14090909090909065,0.22363636363636274
COL,Colombia,2025,7.011818181818171,-0.7754545454545472,0.6799999999999997,8.945454545454567,-1.076363636363637,-0.2663636363636357
ECU,Ecuador,2025,7.083636363636359,-0.41636363636363605,1.5699999999999967,5.224545454545456,-0.7718181818181815,-1.7372727272727282
EGY,Arab Republic of Egypt,2025,2.6036363636363546,-2.0527272727272248,0,1.7972727272727127,4.451818181818226,0.011818181818181814
ETH,Ethiopia,2025,0.670909090909106,-1.6927272727272822,0.3918181818181825,5.407272727272783,2.5536363636363575,-0.3836363636363629
FRA,France,2025,1.6427272727272744,-0.8781818181818188,0.229090909090909,1.4145454545454559,0.6363636363636367,-0.24909090909090947
DEU,Germany,2025,2.3518181818181825,1.6890909090909094,0.1272727272727272,0.9954545454545451,1.5709090909090886,-0.05181818181818176
IND,India,2025,1.4099999999999966,-0.5072727272727349,0.26454545454545375,1.3590909090909236,1.9663636363636385,0.23818181818181472
IDN,Indonesia,2025,5.947272727272718,-0.8181818181818166,0.9936363636363623,8.03454545454548,0.8354545454545441,0.6036363636363653
IRN,Islamic Republic of Iran,2025,2.8027272727272816,-3.6536363636363944,0.44818181818181824,3.4081818181818164,5.566363636363661,-0.04999999999999982
ITA,Italy,2025,3.962727272727278,0.5581818181818186,-0.2436363636363641,0.22272727272727266,0.030000000000001137,-0.6736363636363629
JPN,Japan,2025,2.6090909090909093,0.6045454545454554,-0.17636363636363583,0.10545454545454724,0.20454545454545325,-1.2390909090909048
KEN,Kenya,2025,1.830909090909131,1.3509090909091057,0.5172727272727271,3.111818181818194,2.175454545454542,-0.1772727272727268
KOR,Republic of Korea,2025,2.8054545454545483,-0.46090909090909093,0.2236363636363663,0.2654545454545456,1.5245454545454535,-1.1945454545454588
MYS,Malaysia,2025,6.536363636363632,-0.022727272727272485,-0.3672727272727272,6.275454545454522,-0.6127272727272723,0.14727272727272833
